record_id,site_code,site_name,year,month,scope,basis,fuel_category,fuel_type,fuel_code,consumption_amount,consumption_unit,emission_factor_id,co2_tco2e,ch4_tco2e,n2o_tco2e,hfcs_tco2e,total_tco2e,data_quality,verification_body,verification_level,source_system,synced_at,created_at,updated_at,updated_by
GHG-S12-2024-0076,SITE-DC02,동탄 데이터센터,2024,4,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,28282.3,L,EF-DIESEL-2023,72.0961,1.1149,1.1149,0.0,74.3259,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:48:00,user_ghg
GHG-S12-2024-0077,SITE-DC02,동탄 데이터센터,2024,5,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,28956.3,L,EF-DIESEL-2023,73.8143,1.1415,1.1415,0.0,76.0972,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:49:00,user_ghg
GHG-S12-2024-0078,SITE-DC02,동탄 데이터센터,2024,6,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,28406.1,L,EF-DIESEL-2023,72.4117,1.1198,1.1198,0.0,74.6512,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:07:00,user_ghg
GHG-S12-2024-0079,SITE-DC02,동탄 데이터센터,2024,7,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,28388.1,L,EF-DIESEL-2023,72.3658,1.1191,1.1191,0.0,74.6039,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:27:00,user_ghg
GHG-S12-2024-0080,SITE-DC02,동탄 데이터센터,2024,8,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,29061.3,L,EF-DIESEL-2023,74.0819,1.1456,1.1456,0.0,76.3731,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:29:00,user_ghg
GHG-S12-2024-0081,SITE-DC02,동탄 데이터센터,2024,9,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,27758.5,L,EF-DIESEL-2023,70.7608,1.0942,1.0942,0.0,72.9493,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:46:00,user_ghg
GHG-S12-2024-0082,SITE-DC02,동탄 데이터센터,2024,10,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,27763.8,L,EF-DIESEL-2023,70.7744,1.0944,1.0944,0.0,72.9633,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:32:00,user_ghg
GHG-S12-2024-0083,SITE-DC02,동탄 데이터센터,2024,11,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,27735.9,L,EF-DIESEL-2023,70.7032,1.0933,1.0933,0.0,72.8899,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:32:00,user_ghg
GHG-S12-2024-0084,SITE-DC02,동탄 데이터센터,2024,12,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,28291.7,L,EF-DIESEL-2023,72.1201,1.1153,1.1153,0.0,74.3506,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:55:00,user_ghg
GHG-S12-2024-0085,SITE-DC02,동탄 데이터센터,2024,1,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,11736.5,L,EF-GASOLINE-2023,25.8015,0.6719,0.4031,0.0,26.8766,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:53:00,user_ghg
GHG-S12-2024-0086,SITE-DC02,동탄 데이터센터,2024,2,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,11464.4,L,EF-GASOLINE-2023,25.2034,0.6563,0.3938,0.0,26.2535,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:38:00,user_ghg
GHG-S12-2024-0087,SITE-DC02,동탄 데이터센터,2024,3,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,11422.9,L,EF-GASOLINE-2023,25.1121,0.654,0.3924,0.0,26.1584,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:09:00,user_ghg
GHG-S12-2024-0088,SITE-DC02,동탄 데이터센터,2024,4,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,11720.5,L,EF-GASOLINE-2023,25.7663,0.671,0.4026,0.0,26.8399,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:48:00,user_ghg
GHG-S12-2024-0089,SITE-DC02,동탄 데이터센터,2024,5,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,11383.8,L,EF-GASOLINE-2023,25.0261,0.6517,0.391,0.0,26.0689,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:34:00,user_ghg
GHG-S12-2024-0090,SITE-DC02,동탄 데이터센터,2024,6,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,11235.0,L,EF-GASOLINE-2023,24.699,0.6432,0.3859,0.0,25.7281,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:58:00,user_ghg
GHG-S12-2024-0091,SITE-DC02,동탄 데이터센터,2024,7,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,11412.4,L,EF-GASOLINE-2023,25.089,0.6534,0.392,0.0,26.1344,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:38:00,user_ghg
GHG-S12-2024-0092,SITE-DC02,동탄 데이터센터,2024,8,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,11625.7,L,EF-GASOLINE-2023,25.558,0.6656,0.3993,0.0,26.6229,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:31:00,user_ghg
GHG-S12-2024-0093,SITE-DC02,동탄 데이터센터,2024,9,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,11516.0,L,EF-GASOLINE-2023,25.3167,0.6593,0.3956,0.0,26.3716,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:07:00,user_ghg
GHG-S12-2024-0094,SITE-DC02,동탄 데이터센터,2024,10,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,11408.8,L,EF-GASOLINE-2023,25.0812,0.6532,0.3919,0.0,26.1262,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:56:00,user_ghg
GHG-S12-2024-0095,SITE-DC02,동탄 데이터센터,2024,11,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,11751.5,L,EF-GASOLINE-2023,25.8345,0.6728,0.4037,0.0,26.9109,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:15:00,user_ghg
GHG-S12-2024-0096,SITE-DC02,동탄 데이터센터,2024,12,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,11225.8,L,EF-GASOLINE-2023,24.6788,0.6427,0.3856,0.0,25.7071,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:15:00,user_ghg
GHG-S12-2024-0097,SITE-DC03,상암 데이터센터,2024,1,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,219.9,kg,EF-HFC410A-2023,0.0,0.0,0.0,459.1512,459.1512,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:05:00,user_ghg
GHG-S12-2024-0098,SITE-DC03,상암 데이터센터,2024,2,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,253.0,kg,EF-HFC410A-2023,0.0,0.0,0.0,528.264,528.264,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:52:00,user_ghg
GHG-S12-2024-0099,SITE-DC03,상암 데이터센터,2024,3,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,320.1,kg,EF-HFC410A-2023,0.0,0.0,0.0,668.3688,668.3688,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:48:00,user_ghg
GHG-S12-2024-0100,SITE-DC03,상암 데이터센터,2024,4,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,406.3,kg,EF-HFC410A-2023,0.0,0.0,0.0,848.3544,848.3544,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:49:00,user_ghg
GHG-S12-2024-0101,SITE-DC03,상암 데이터센터,2024,5,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,472.5,kg,EF-HFC410A-2023,0.0,0.0,0.0,986.58,986.58,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:08:00,user_ghg
GHG-S12-2024-0102,SITE-DC03,상암 데이터센터,2024,6,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,539.1,kg,EF-HFC410A-2023,0.0,0.0,0.0,1125.6408,1125.6408,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:35:00,user_ghg
GHG-S12-2024-0103,SITE-DC03,상암 데이터센터,2024,7,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,546.2,kg,EF-HFC410A-2023,0.0,0.0,0.0,1140.4656,1140.4656,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:16:00,user_ghg
GHG-S12-2024-0104,SITE-DC03,상암 데이터센터,2024,8,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,505.1,kg,EF-HFC410A-2023,0.0,0.0,0.0,1054.6488,1054.6488,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:55:00,user_ghg
GHG-S12-2024-0105,SITE-DC03,상암 데이터센터,2024,9,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,426.2,kg,EF-HFC410A-2023,0.0,0.0,0.0,889.9056,889.9056,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:13:00,user_ghg
GHG-S12-2024-0106,SITE-DC03,상암 데이터센터,2024,10,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,330.7,kg,EF-HFC410A-2023,0.0,0.0,0.0,690.5016,690.5016,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:48:00,user_ghg
GHG-S12-2024-0107,SITE-DC03,상암 데이터센터,2024,11,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,257.9,kg,EF-HFC410A-2023,0.0,0.0,0.0,538.4952,538.4952,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:45:00,user_ghg
GHG-S12-2024-0108,SITE-DC03,상암 데이터센터,2024,12,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,217.6,kg,EF-HFC410A-2023,0.0,0.0,0.0,454.3488,454.3488,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:25:00,user_ghg
GHG-S12-2024-0109,SITE-DC03,상암 데이터센터,2024,1,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,888613.7,Nm³,EF-LNG-2023,1856.514,40.4008,26.9339,0.0,1923.8487,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:28:00,user_ghg
GHG-S12-2024-0110,SITE-DC03,상암 데이터센터,2024,2,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,860295.5,Nm³,EF-LNG-2023,1797.3509,39.1133,26.0756,0.0,1862.5398,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:28:00,user_ghg
GHG-S12-2024-0111,SITE-DC03,상암 데이터센터,2024,3,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,712578.1,Nm³,EF-LNG-2023,1488.736,32.3974,21.5982,0.0,1542.7316,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:15:00,user_ghg
GHG-S12-2024-0112,SITE-DC03,상암 데이터센터,2024,4,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,575060.8,Nm³,EF-LNG-2023,1201.4314,26.1451,17.4301,0.0,1245.0066,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:04:00,user_ghg
GHG-S12-2024-0113,SITE-DC03,상암 데이터센터,2024,5,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,509039.0,Nm³,EF-LNG-2023,1063.497,23.1435,15.429,0.0,1102.0694,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:01:00,user_ghg
GHG-S12-2024-0114,SITE-DC03,상암 데이터센터,2024,6,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,450206.2,Nm³,EF-LNG-2023,940.582,20.4686,13.6457,0.0,974.6964,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:14:00,user_ghg
GHG-S12-2024-0115,SITE-DC03,상암 데이터센터,2024,7,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,440590.8,Nm³,EF-LNG-2023,920.4933,20.0315,13.3543,0.0,953.8791,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:00:00,user_ghg
GHG-S12-2024-0116,SITE-DC03,상암 데이터센터,2024,8,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,525090.9,Nm³,EF-LNG-2023,1097.033,23.8733,15.9155,0.0,1136.8218,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:45:00,user_ghg
GHG-S12-2024-0117,SITE-DC03,상암 데이터센터,2024,9,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,583600.5,Nm³,EF-LNG-2023,1219.2728,26.5334,17.6889,0.0,1263.4951,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:14:00,user_ghg
GHG-S12-2024-0118,SITE-DC03,상암 데이터센터,2024,10,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,636500.5,Nm³,EF-LNG-2023,1329.7928,28.9385,19.2923,0.0,1378.0236,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:57:00,user_ghg
GHG-S12-2024-0119,SITE-DC03,상암 데이터센터,2024,11,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,691725.2,Nm³,EF-LNG-2023,1445.1696,31.4493,20.9662,0.0,1497.5851,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:55:00,user_ghg
GHG-S12-2024-0120,SITE-DC03,상암 데이터센터,2024,12,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,821241.7,Nm³,EF-LNG-2023,1715.7587,37.3378,24.8918,0.0,1777.9883,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:04:00,user_ghg
GHG-S12-2024-0121,SITE-DC03,상암 데이터센터,2024,1,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,18952.7,L,EF-DIESEL-2023,48.3135,0.7471,0.7471,0.0,49.8077,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:15:00,user_ghg
GHG-S12-2024-0122,SITE-DC03,상암 데이터센터,2024,2,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,18498.5,L,EF-DIESEL-2023,47.1557,0.7292,0.7292,0.0,48.6141,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:42:00,user_ghg
GHG-S12-2024-0123,SITE-DC03,상암 데이터센터,2024,3,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,19037.8,L,EF-DIESEL-2023,48.5304,0.7505,0.7505,0.0,50.0313,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:13:00,user_ghg
GHG-S12-2024-0124,SITE-DC03,상암 데이터센터,2024,4,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,19320.4,L,EF-DIESEL-2023,49.2508,0.7616,0.7616,0.0,50.774,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:08:00,user_ghg
GHG-S12-2024-0125,SITE-DC03,상암 데이터센터,2024,5,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,18763.8,L,EF-DIESEL-2023,47.832,0.7397,0.7397,0.0,49.3113,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:15:00,user_ghg
GHG-S12-2024-0126,SITE-DC03,상암 데이터센터,2024,6,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,18509.1,L,EF-DIESEL-2023,47.1826,0.7296,0.7296,0.0,48.6419,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:51:00,user_ghg
GHG-S12-2024-0127,SITE-DC03,상암 데이터센터,2024,7,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,18446.9,L,EF-DIESEL-2023,47.0241,0.7272,0.7272,0.0,48.4785,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:12:00,user_ghg
GHG-S12-2024-0128,SITE-DC03,상암 데이터센터,2024,8,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,19286.8,L,EF-DIESEL-2023,49.1651,0.7603,0.7603,0.0,50.6857,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:06:00,user_ghg
GHG-S12-2024-0129,SITE-DC03,상암 데이터센터,2024,9,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,19140.6,L,EF-DIESEL-2023,48.7925,0.7545,0.7545,0.0,50.3015,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:22:00,user_ghg
GHG-S12-2024-0130,SITE-DC03,상암 데이터센터,2024,10,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,18783.2,L,EF-DIESEL-2023,47.8813,0.7404,0.7404,0.0,49.3622,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:26:00,user_ghg
GHG-S12-2024-0131,SITE-DC03,상암 데이터센터,2024,11,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,18745.8,L,EF-DIESEL-2023,47.7861,0.739,0.739,0.0,49.264,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:55:00,user_ghg
GHG-S12-2024-0132,SITE-DC03,상암 데이터센터,2024,12,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,18785.7,L,EF-DIESEL-2023,47.8877,0.7405,0.7405,0.0,49.3688,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:43:00,user_ghg
GHG-S12-2024-0133,SITE-DC04,춘천 데이터센터,2024,1,Scope1,시장기반,고정연소,B-C유,FUEL-BUNKER-01,19204.3,L,EF-BUNKER-2023,60.1318,0.9299,0.9299,0.0,61.9915,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:03:00,user_ghg
GHG-S12-2024-0134,SITE-DC04,춘천 데이터센터,2024,2,Scope1,시장기반,고정연소,B-C유,FUEL-BUNKER-01,18044.8,L,EF-BUNKER-2023,56.5011,0.8737,0.8737,0.0,58.2486,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:46:00,user_ghg
GHG-S12-2024-0135,SITE-DC04,춘천 데이터센터,2024,3,Scope1,시장기반,고정연소,B-C유,FUEL-BUNKER-01,14792.8,L,EF-BUNKER-2023,46.3187,0.7163,0.7163,0.0,47.7512,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:51:00,user_ghg
GHG-S12-2024-0136,SITE-DC04,춘천 데이터센터,2024,4,Scope1,시장기반,고정연소,B-C유,FUEL-BUNKER-01,12936.9,L,EF-BUNKER-2023,40.5075,0.6264,0.6264,0.0,41.7603,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:15:00,user_ghg
GHG-S12-2024-0137,SITE-DC04,춘천 데이터센터,2024,5,Scope1,시장기반,고정연소,B-C유,FUEL-BUNKER-01,12081.1,L,EF-BUNKER-2023,37.8279,0.585,0.585,0.0,38.9978,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:12:00,user_ghg
GHG-S12-2024-0138,SITE-DC04,춘천 데이터센터,2024,6,Scope1,시장기반,고정연소,B-C유,FUEL-BUNKER-01,10663.1,L,EF-BUNKER-2023,33.3879,0.5163,0.5163,0.0,34.4205,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:28:00,user_ghg
GHG-S12-2024-0139,SITE-DC04,춘천 데이터센터,2024,7,Scope1,시장기반,고정연소,B-C유,FUEL-BUNKER-01,10369.6,L,EF-BUNKER-2023,32.4689,0.5021,0.5021,0.0,33.4731,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:27:00,user_ghg
GHG-S12-2024-0140,SITE-DC04,춘천 데이터센터,2024,8,Scope1,시장기반,고정연소,B-C유,FUEL-BUNKER-01,11679.6,L,EF-BUNKER-2023,36.5706,0.5655,0.5655,0.0,37.7017,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:17:00,user_ghg
GHG-S12-2024-0141,SITE-DC04,춘천 데이터센터,2024,9,Scope1,시장기반,고정연소,B-C유,FUEL-BUNKER-01,13283.0,L,EF-BUNKER-2023,41.5912,0.6432,0.6432,0.0,42.8775,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:15:00,user_ghg
GHG-S12-2024-0142,SITE-DC04,춘천 데이터센터,2024,10,Scope1,시장기반,고정연소,B-C유,FUEL-BUNKER-01,15190.9,L,EF-BUNKER-2023,47.5651,0.7355,0.7355,0.0,49.0362,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:28:00,user_ghg
GHG-S12-2024-0143,SITE-DC04,춘천 데이터센터,2024,11,Scope1,시장기반,고정연소,B-C유,FUEL-BUNKER-01,15841.0,L,EF-BUNKER-2023,49.6007,0.767,0.767,0.0,51.1347,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:06:00,user_ghg
GHG-S12-2024-0144,SITE-DC04,춘천 데이터센터,2024,12,Scope1,시장기반,고정연소,B-C유,FUEL-BUNKER-01,17369.2,L,EF-BUNKER-2023,54.3858,0.841,0.841,0.0,56.0678,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:41:00,user_ghg
GHG-S12-2024-0145,SITE-DC04,춘천 데이터센터,2024,1,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,298.6,kg,EF-HFC410A-2023,0.0,0.0,0.0,623.4768,623.4768,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:53:00,user_ghg
GHG-S12-2024-0146,SITE-DC04,춘천 데이터센터,2024,2,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,345.7,kg,EF-HFC410A-2023,0.0,0.0,0.0,721.8216,721.8216,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:05:00,user_ghg
GHG-S12-2024-0147,SITE-DC04,춘천 데이터센터,2024,3,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,446.4,kg,EF-HFC410A-2023,0.0,0.0,0.0,932.0832,932.0832,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:10:00,user_ghg
GHG-S12-2024-0148,SITE-DC04,춘천 데이터센터,2024,4,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,519.4,kg,EF-HFC410A-2023,0.0,0.0,0.0,1084.5072,1084.5072,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:31:00,user_ghg
GHG-S12-2024-0149,SITE-DC04,춘천 데이터센터,2024,5,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,641.3,kg,EF-HFC410A-2023,0.0,0.0,0.0,1339.0344,1339.0344,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:13:00,user_ghg
GHG-S12-2024-0150,SITE-DC04,춘천 데이터센터,2024,6,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,746.2,kg,EF-HFC410A-2023,0.0,0.0,0.0,1558.0656,1558.0656,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:57:00,user_ghg
GHG-S12-2024-0151,SITE-DC04,춘천 데이터센터,2024,7,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,713.0,kg,EF-HFC410A-2023,0.0,0.0,0.0,1488.744,1488.744,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:10:00,user_ghg
