record_id,site_code,site_name,year,quarter,asset_type,asset_count,weight_ton,disposal_method,itad_contractor,data_erasure_method,data_erasure_cert_yn,reuse_rate_pct,recycle_rate_pct,landfill_rate_pct,ghg_avoided_tco2e,resale_value_krw,source_system,synced_at,created_at,updated_at,updated_by
ITAD-2024-0100,SITE-DC05,구미 데이터센터,2024,3,스토리지 장비,60,24.0,재활용(ITAD),(주)에코아이티,NIST SP800-88,Y,20,75,5,10.08,4320000,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 10:00:00,user_dc
ITAD-2024-0101,SITE-DC05,구미 데이터센터,2024,3,네트워크 장비,109,16.31,재활용(ITAD),(주)한국IT자원순환,DoD 5220.22-M,Y,25,70,5,6.85,2935800,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 10:00:00,user_dc
ITAD-2024-0102,SITE-DC05,구미 데이터센터,2024,3,노트북·PC,234,14.06,재활용/재사용,(주)한국IT자원순환,NIST SP800-88,Y,35,60,5,5.905,2530800,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 10:00:00,user_dc
ITAD-2024-0103,SITE-DC05,구미 데이터센터,2024,3,모니터·주변기기,184,9.19,재활용,(주)그린환경,물리적파괴,Y,5,90,5,3.86,1654200,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 10:00:00,user_dc
ITAD-2024-0104,SITE-DC05,구미 데이터센터,2024,3,UPS·배터리,34,16.88,재활용(제련),(주)배터리리사이클링,해당없음,N,0,98,2,7.09,3038400,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 10:00:00,user_dc
ITAD-2024-0105,SITE-DC05,구미 데이터센터,2024,3,냉각장비,8,4.22,위탁처리,(주)냉매솔루션,해당없음,N,0,85,15,1.772,759600,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 10:00:00,user_dc
ITAD-2024-0106,SITE-DC01,수원 데이터센터,2024,4,서버(1U/2U),276,82.88,재활용(ITAD),(주)에코아이티,DoD 5220.22-M,Y,15,80,5,34.81,14918400,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0107,SITE-DC01,수원 데이터센터,2024,4,스토리지 장비,104,41.6,재활용(ITAD),(주)에코아이티,NIST SP800-88,Y,20,75,5,17.472,7488000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0108,SITE-DC01,수원 데이터센터,2024,4,네트워크 장비,188,28.28,재활용(ITAD),(주)한국IT자원순환,DoD 5220.22-M,Y,25,70,5,11.878,5090400,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0109,SITE-DC01,수원 데이터센터,2024,4,노트북·PC,406,24.38,재활용/재사용,(주)한국IT자원순환,NIST SP800-88,Y,35,60,5,10.24,4388400,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0110,SITE-DC01,수원 데이터센터,2024,4,모니터·주변기기,318,15.93,재활용,(주)그린환경,물리적파괴,Y,5,90,5,6.691,2867400,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0111,SITE-DC01,수원 데이터센터,2024,4,UPS·배터리,58,29.25,재활용(제련),(주)배터리리사이클링,해당없음,N,0,98,2,12.285,5265000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0112,SITE-DC01,수원 데이터센터,2024,4,냉각장비,15,7.31,위탁처리,(주)냉매솔루션,해당없음,N,0,85,15,3.07,1315800,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0113,SITE-DC02,동탄 데이터센터,2024,4,서버(1U/2U),255,76.5,재활용(ITAD),(주)에코아이티,DoD 5220.22-M,Y,15,80,5,32.13,13770000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0114,SITE-DC02,동탄 데이터센터,2024,4,스토리지 장비,96,38.4,재활용(ITAD),(주)에코아이티,NIST SP800-88,Y,20,75,5,16.128,6912000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0115,SITE-DC02,동탄 데이터센터,2024,4,네트워크 장비,174,26.1,재활용(ITAD),(주)한국IT자원순환,DoD 5220.22-M,Y,25,70,5,10.962,4698000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0116,SITE-DC02,동탄 데이터센터,2024,4,노트북·PC,375,22.5,재활용/재사용,(주)한국IT자원순환,NIST SP800-88,Y,35,60,5,9.45,4050000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0117,SITE-DC02,동탄 데이터센터,2024,4,모니터·주변기기,294,14.7,재활용,(주)그린환경,물리적파괴,Y,5,90,5,6.174,2646000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0118,SITE-DC02,동탄 데이터센터,2024,4,UPS·배터리,54,27.0,재활용(제련),(주)배터리리사이클링,해당없음,N,0,98,2,11.34,4860000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0119,SITE-DC02,동탄 데이터센터,2024,4,냉각장비,14,6.75,위탁처리,(주)냉매솔루션,해당없음,N,0,85,15,2.835,1215000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0120,SITE-DC03,상암 데이터센터,2024,4,서버(1U/2U),170,51.0,재활용(ITAD),(주)에코아이티,DoD 5220.22-M,Y,15,80,5,21.42,9180000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0121,SITE-DC03,상암 데이터센터,2024,4,스토리지 장비,64,25.6,재활용(ITAD),(주)에코아이티,NIST SP800-88,Y,20,75,5,10.752,4608000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0122,SITE-DC03,상암 데이터센터,2024,4,네트워크 장비,116,17.4,재활용(ITAD),(주)한국IT자원순환,DoD 5220.22-M,Y,25,70,5,7.308,3132000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0123,SITE-DC03,상암 데이터센터,2024,4,노트북·PC,250,15.0,재활용/재사용,(주)한국IT자원순환,NIST SP800-88,Y,35,60,5,6.3,2700000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0124,SITE-DC03,상암 데이터센터,2024,4,모니터·주변기기,196,9.8,재활용,(주)그린환경,물리적파괴,Y,5,90,5,4.116,1764000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0125,SITE-DC03,상암 데이터센터,2024,4,UPS·배터리,36,18.0,재활용(제련),(주)배터리리사이클링,해당없음,N,0,98,2,7.56,3240000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0126,SITE-DC03,상암 데이터센터,2024,4,냉각장비,9,4.5,위탁처리,(주)냉매솔루션,해당없음,N,0,85,15,1.89,810000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0127,SITE-DC04,춘천 데이터센터,2024,4,서버(1U/2U),202,60.56,재활용(ITAD),(주)에코아이티,DoD 5220.22-M,Y,15,80,5,25.435,10900800,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0128,SITE-DC04,춘천 데이터센터,2024,4,스토리지 장비,76,30.4,재활용(ITAD),(주)에코아이티,NIST SP800-88,Y,20,75,5,12.768,5472000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0129,SITE-DC04,춘천 데이터센터,2024,4,네트워크 장비,138,20.66,재활용(ITAD),(주)한국IT자원순환,DoD 5220.22-M,Y,25,70,5,8.677,3718800,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0130,SITE-DC04,춘천 데이터센터,2024,4,노트북·PC,297,17.81,재활용/재사용,(주)한국IT자원순환,NIST SP800-88,Y,35,60,5,7.48,3205800,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0131,SITE-DC04,춘천 데이터센터,2024,4,모니터·주변기기,233,11.64,재활용,(주)그린환경,물리적파괴,Y,5,90,5,4.889,2095200,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0132,SITE-DC04,춘천 데이터센터,2024,4,UPS·배터리,43,21.38,재활용(제련),(주)배터리리사이클링,해당없음,N,0,98,2,8.98,3848400,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0133,SITE-DC04,춘천 데이터센터,2024,4,냉각장비,11,5.34,위탁처리,(주)냉매솔루션,해당없음,N,0,85,15,2.243,961200,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0134,SITE-DC05,구미 데이터센터,2024,4,서버(1U/2U),159,47.81,재활용(ITAD),(주)에코아이티,DoD 5220.22-M,Y,15,80,5,20.08,8605800,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0135,SITE-DC05,구미 데이터센터,2024,4,스토리지 장비,60,24.0,재활용(ITAD),(주)에코아이티,NIST SP800-88,Y,20,75,5,10.08,4320000,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0136,SITE-DC05,구미 데이터센터,2024,4,네트워크 장비,109,16.31,재활용(ITAD),(주)한국IT자원순환,DoD 5220.22-M,Y,25,70,5,6.85,2935800,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0137,SITE-DC05,구미 데이터센터,2024,4,노트북·PC,234,14.06,재활용/재사용,(주)한국IT자원순환,NIST SP800-88,Y,35,60,5,5.905,2530800,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0138,SITE-DC05,구미 데이터센터,2024,4,모니터·주변기기,184,9.19,재활용,(주)그린환경,물리적파괴,Y,5,90,5,3.86,1654200,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0139,SITE-DC05,구미 데이터센터,2024,4,UPS·배터리,34,16.88,재활용(제련),(주)배터리리사이클링,해당없음,N,0,98,2,7.09,3038400,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
ITAD-2024-0140,SITE-DC05,구미 데이터센터,2024,4,냉각장비,8,4.22,위탁처리,(주)냉매솔루션,해당없음,N,0,85,15,1.772,759600,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 10:00:00,user_dc
