record_id,site_code,site_name,year,quarter,chemical_name,chemical_category,cas_number,usage_amount_kg,unit,storage_amount_kg,usage_purpose,hazard_class,msds_yn,regulatory_yn,regulatory_basis,cost_krw,source_system,synced_at,created_at,updated_at,updated_by
EHS-CH-2024-0099,SITE-DC03,상암 데이터센터,2024,2,활성탄,여과재,7440-44-0,304.0,kg,91.2,순수 전처리 여과,0,Y,N,,364800,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0100,SITE-DC03,상암 데이터센터,2024,2,이온교환수지,정수소재,9002-23-7,76.0,kg,22.8,탈이온수 제조,0,Y,N,,91200,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0101,SITE-DC03,상암 데이터센터,2024,3,스케일억제제(HEDP),수처리제,2809-21-4,71.4,kg,21.4,냉각탑 스케일 방지,3,Y,N,,85680,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0102,SITE-DC03,상암 데이터센터,2024,3,부식억제제(MBT),수처리제,583-39-1,35.3,kg,10.6,냉각배관 부식 방지,3,Y,N,,42360,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0103,SITE-DC03,상암 데이터센터,2024,3,차아염소산나트륨,살균소독제,7681-52-9,100.8,L,30.2,냉각수 레지오넬라 방지,8,Y,Y,산업안전보건법,80640,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0104,SITE-DC03,상암 데이터센터,2024,3,이산화탄소(CO2),소화약제,124-38-9,210.0,kg,63.0,가스계 소화설비,2,Y,N,,252000,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0105,SITE-DC03,상암 데이터센터,2024,3,HFC-125소화약제,소화약제,354-33-6,151.2,kg,45.4,청정소화(FM-200),2,Y,Y,오존층보호법,181440,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0106,SITE-DC03,상암 데이터센터,2024,3,황산(배터리용),전해질,7664-93-9,29.4,kg,8.8,UPS 납축전지,8,Y,Y,화학물질관리법,35280,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0107,SITE-DC03,상암 데이터센터,2024,3,수산화나트륨,pH조정제,1310-73-2,23.5,kg,7.0,순수제조 pH 조정,8,Y,Y,산업안전보건법,28200,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0108,SITE-DC03,상암 데이터센터,2024,3,염산,pH조정제,7647-01-0,18.5,kg,5.5,역삼투 세정,8,Y,Y,화학물질관리법,22200,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0109,SITE-DC03,상암 데이터센터,2024,3,활성탄,여과재,7440-44-0,319.2,kg,95.8,순수 전처리 여과,0,Y,N,,383040,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0110,SITE-DC03,상암 데이터센터,2024,3,이온교환수지,정수소재,9002-23-7,79.8,kg,23.9,탈이온수 제조,0,Y,N,,95760,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0111,SITE-DC03,상암 데이터센터,2024,4,스케일억제제(HEDP),수처리제,2809-21-4,74.8,kg,22.4,냉각탑 스케일 방지,3,Y,N,,89760,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0112,SITE-DC03,상암 데이터센터,2024,4,부식억제제(MBT),수처리제,583-39-1,37.0,kg,11.1,냉각배관 부식 방지,3,Y,N,,44400,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0113,SITE-DC03,상암 데이터센터,2024,4,차아염소산나트륨,살균소독제,7681-52-9,105.6,L,31.7,냉각수 레지오넬라 방지,8,Y,Y,산업안전보건법,84480,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0114,SITE-DC03,상암 데이터센터,2024,4,이산화탄소(CO2),소화약제,124-38-9,220.0,kg,66.0,가스계 소화설비,2,Y,N,,264000,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0115,SITE-DC03,상암 데이터센터,2024,4,HFC-125소화약제,소화약제,354-33-6,158.4,kg,47.5,청정소화(FM-200),2,Y,Y,오존층보호법,190080,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0116,SITE-DC03,상암 데이터센터,2024,4,황산(배터리용),전해질,7664-93-9,30.8,kg,9.2,UPS 납축전지,8,Y,Y,화학물질관리법,36960,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0117,SITE-DC03,상암 데이터센터,2024,4,수산화나트륨,pH조정제,1310-73-2,24.6,kg,7.4,순수제조 pH 조정,8,Y,Y,산업안전보건법,29520,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0118,SITE-DC03,상암 데이터센터,2024,4,염산,pH조정제,7647-01-0,19.4,kg,5.8,역삼투 세정,8,Y,Y,화학물질관리법,23280,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0119,SITE-DC03,상암 데이터센터,2024,4,활성탄,여과재,7440-44-0,334.4,kg,100.3,순수 전처리 여과,0,Y,N,,401280,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0120,SITE-DC03,상암 데이터센터,2024,4,이온교환수지,정수소재,9002-23-7,83.6,kg,25.1,탈이온수 제조,0,Y,N,,100320,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0121,SITE-DC04,춘천 데이터센터,2024,1,스케일억제제(HEDP),수처리제,2809-21-4,76.7,kg,23.0,냉각탑 스케일 방지,3,Y,N,,92040,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0122,SITE-DC04,춘천 데이터센터,2024,1,부식억제제(MBT),수처리제,583-39-1,37.9,kg,11.4,냉각배관 부식 방지,3,Y,N,,45480,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0123,SITE-DC04,춘천 데이터센터,2024,1,차아염소산나트륨,살균소독제,7681-52-9,108.3,L,32.5,냉각수 레지오넬라 방지,8,Y,Y,산업안전보건법,86640,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0124,SITE-DC04,춘천 데이터센터,2024,1,이산화탄소(CO2),소화약제,124-38-9,225.6,kg,67.7,가스계 소화설비,2,Y,N,,270720,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0125,SITE-DC04,춘천 데이터센터,2024,1,HFC-125소화약제,소화약제,354-33-6,162.4,kg,48.7,청정소화(FM-200),2,Y,Y,오존층보호법,194880,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0126,SITE-DC04,춘천 데이터센터,2024,1,황산(배터리용),전해질,7664-93-9,31.6,kg,9.5,UPS 납축전지,8,Y,Y,화학물질관리법,37920,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0127,SITE-DC04,춘천 데이터센터,2024,1,수산화나트륨,pH조정제,1310-73-2,25.3,kg,7.6,순수제조 pH 조정,8,Y,Y,산업안전보건법,30360,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0128,SITE-DC04,춘천 데이터센터,2024,1,염산,pH조정제,7647-01-0,19.9,kg,6.0,역삼투 세정,8,Y,Y,화학물질관리법,23880,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0129,SITE-DC04,춘천 데이터센터,2024,1,활성탄,여과재,7440-44-0,342.9,kg,102.9,순수 전처리 여과,0,Y,N,,411480,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0130,SITE-DC04,춘천 데이터센터,2024,1,이온교환수지,정수소재,9002-23-7,85.7,kg,25.7,탈이온수 제조,0,Y,N,,102840,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0131,SITE-DC04,춘천 데이터센터,2024,2,스케일억제제(HEDP),수처리제,2809-21-4,80.8,kg,24.2,냉각탑 스케일 방지,3,Y,N,,96960,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0132,SITE-DC04,춘천 데이터센터,2024,2,부식억제제(MBT),수처리제,583-39-1,39.9,kg,12.0,냉각배관 부식 방지,3,Y,N,,47880,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0133,SITE-DC04,춘천 데이터센터,2024,2,차아염소산나트륨,살균소독제,7681-52-9,114.0,L,34.2,냉각수 레지오넬라 방지,8,Y,Y,산업안전보건법,91200,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0134,SITE-DC04,춘천 데이터센터,2024,2,이산화탄소(CO2),소화약제,124-38-9,237.5,kg,71.2,가스계 소화설비,2,Y,N,,285000,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0135,SITE-DC04,춘천 데이터센터,2024,2,HFC-125소화약제,소화약제,354-33-6,171.0,kg,51.3,청정소화(FM-200),2,Y,Y,오존층보호법,205200,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0136,SITE-DC04,춘천 데이터센터,2024,2,황산(배터리용),전해질,7664-93-9,33.2,kg,10.0,UPS 납축전지,8,Y,Y,화학물질관리법,39840,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0137,SITE-DC04,춘천 데이터센터,2024,2,수산화나트륨,pH조정제,1310-73-2,26.6,kg,8.0,순수제조 pH 조정,8,Y,Y,산업안전보건법,31920,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0138,SITE-DC04,춘천 데이터센터,2024,2,염산,pH조정제,7647-01-0,20.9,kg,6.3,역삼투 세정,8,Y,Y,화학물질관리법,25080,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0139,SITE-DC04,춘천 데이터센터,2024,2,활성탄,여과재,7440-44-0,361.0,kg,108.3,순수 전처리 여과,0,Y,N,,433200,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0140,SITE-DC04,춘천 데이터센터,2024,2,이온교환수지,정수소재,9002-23-7,90.2,kg,27.1,탈이온수 제조,0,Y,N,,108240,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0141,SITE-DC04,춘천 데이터센터,2024,3,스케일억제제(HEDP),수처리제,2809-21-4,84.8,kg,25.4,냉각탑 스케일 방지,3,Y,N,,101760,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0142,SITE-DC04,춘천 데이터센터,2024,3,부식억제제(MBT),수처리제,583-39-1,41.9,kg,12.6,냉각배관 부식 방지,3,Y,N,,50280,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0143,SITE-DC04,춘천 데이터센터,2024,3,차아염소산나트륨,살균소독제,7681-52-9,119.7,L,35.9,냉각수 레지오넬라 방지,8,Y,Y,산업안전보건법,95760,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0144,SITE-DC04,춘천 데이터센터,2024,3,이산화탄소(CO2),소화약제,124-38-9,249.4,kg,74.8,가스계 소화설비,2,Y,N,,299280,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0145,SITE-DC04,춘천 데이터센터,2024,3,HFC-125소화약제,소화약제,354-33-6,179.6,kg,53.9,청정소화(FM-200),2,Y,Y,오존층보호법,215520,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0146,SITE-DC04,춘천 데이터센터,2024,3,황산(배터리용),전해질,7664-93-9,34.9,kg,10.5,UPS 납축전지,8,Y,Y,화학물질관리법,41880,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0147,SITE-DC04,춘천 데이터센터,2024,3,수산화나트륨,pH조정제,1310-73-2,27.9,kg,8.4,순수제조 pH 조정,8,Y,Y,산업안전보건법,33480,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0148,SITE-DC04,춘천 데이터센터,2024,3,염산,pH조정제,7647-01-0,21.9,kg,6.6,역삼투 세정,8,Y,Y,화학물질관리법,26280,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0149,SITE-DC04,춘천 데이터센터,2024,3,활성탄,여과재,7440-44-0,379.1,kg,113.7,순수 전처리 여과,0,Y,N,,454920,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0150,SITE-DC04,춘천 데이터센터,2024,3,이온교환수지,정수소재,9002-23-7,94.8,kg,28.4,탈이온수 제조,0,Y,N,,113760,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0151,SITE-DC04,춘천 데이터센터,2024,4,스케일억제제(HEDP),수처리제,2809-21-4,88.8,kg,26.6,냉각탑 스케일 방지,3,Y,N,,106560,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0152,SITE-DC04,춘천 데이터센터,2024,4,부식억제제(MBT),수처리제,583-39-1,43.9,kg,13.2,냉각배관 부식 방지,3,Y,N,,52680,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0153,SITE-DC04,춘천 데이터센터,2024,4,차아염소산나트륨,살균소독제,7681-52-9,125.4,L,37.6,냉각수 레지오넬라 방지,8,Y,Y,산업안전보건법,100320,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0154,SITE-DC04,춘천 데이터센터,2024,4,이산화탄소(CO2),소화약제,124-38-9,261.2,kg,78.4,가스계 소화설비,2,Y,N,,313440,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0155,SITE-DC04,춘천 데이터센터,2024,4,HFC-125소화약제,소화약제,354-33-6,188.1,kg,56.4,청정소화(FM-200),2,Y,Y,오존층보호법,225720,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0156,SITE-DC04,춘천 데이터센터,2024,4,황산(배터리용),전해질,7664-93-9,36.6,kg,11.0,UPS 납축전지,8,Y,Y,화학물질관리법,43920,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0157,SITE-DC04,춘천 데이터센터,2024,4,수산화나트륨,pH조정제,1310-73-2,29.3,kg,8.8,순수제조 pH 조정,8,Y,Y,산업안전보건법,35160,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0158,SITE-DC04,춘천 데이터센터,2024,4,염산,pH조정제,7647-01-0,23.0,kg,6.9,역삼투 세정,8,Y,Y,화학물질관리법,27600,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0159,SITE-DC04,춘천 데이터센터,2024,4,활성탄,여과재,7440-44-0,397.1,kg,119.1,순수 전처리 여과,0,Y,N,,476520,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0160,SITE-DC04,춘천 데이터센터,2024,4,이온교환수지,정수소재,9002-23-7,99.3,kg,29.8,탈이온수 제조,0,Y,N,,119160,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0161,SITE-DC05,판교 데이터센터,2024,1,스케일억제제(HEDP),수처리제,2809-21-4,56.5,kg,16.9,냉각탑 스케일 방지,3,Y,N,,67800,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0162,SITE-DC05,판교 데이터센터,2024,1,부식억제제(MBT),수처리제,583-39-1,27.9,kg,8.4,냉각배관 부식 방지,3,Y,N,,33480,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0163,SITE-DC05,판교 데이터센터,2024,1,차아염소산나트륨,살균소독제,7681-52-9,79.8,L,23.9,냉각수 레지오넬라 방지,8,Y,Y,산업안전보건법,63840,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0164,SITE-DC05,판교 데이터센터,2024,1,이산화탄소(CO2),소화약제,124-38-9,166.2,kg,49.9,가스계 소화설비,2,Y,N,,199440,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0165,SITE-DC05,판교 데이터센터,2024,1,HFC-125소화약제,소화약제,354-33-6,119.7,kg,35.9,청정소화(FM-200),2,Y,Y,오존층보호법,143640,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0166,SITE-DC05,판교 데이터센터,2024,1,황산(배터리용),전해질,7664-93-9,23.3,kg,7.0,UPS 납축전지,8,Y,Y,화학물질관리법,27960,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0167,SITE-DC05,판교 데이터센터,2024,1,수산화나트륨,pH조정제,1310-73-2,18.6,kg,5.6,순수제조 pH 조정,8,Y,Y,산업안전보건법,22320,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0168,SITE-DC05,판교 데이터센터,2024,1,염산,pH조정제,7647-01-0,14.6,kg,4.4,역삼투 세정,8,Y,Y,화학물질관리법,17520,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0169,SITE-DC05,판교 데이터센터,2024,1,활성탄,여과재,7440-44-0,252.7,kg,75.8,순수 전처리 여과,0,Y,N,,303240,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0170,SITE-DC05,판교 데이터센터,2024,1,이온교환수지,정수소재,9002-23-7,63.2,kg,19.0,탈이온수 제조,0,Y,N,,75840,EHS,2024-04-05 08:00:00,2024-04-05 09:00:00,2024-04-10 11:00:00,user_002
EHS-CH-2024-0171,SITE-DC05,판교 데이터센터,2024,2,스케일억제제(HEDP),수처리제,2809-21-4,59.5,kg,17.8,냉각탑 스케일 방지,3,Y,N,,71400,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0172,SITE-DC05,판교 데이터센터,2024,2,부식억제제(MBT),수처리제,583-39-1,29.4,kg,8.8,냉각배관 부식 방지,3,Y,N,,35280,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0173,SITE-DC05,판교 데이터센터,2024,2,차아염소산나트륨,살균소독제,7681-52-9,84.0,L,25.2,냉각수 레지오넬라 방지,8,Y,Y,산업안전보건법,67200,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0174,SITE-DC05,판교 데이터센터,2024,2,이산화탄소(CO2),소화약제,124-38-9,175.0,kg,52.5,가스계 소화설비,2,Y,N,,210000,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0175,SITE-DC05,판교 데이터센터,2024,2,HFC-125소화약제,소화약제,354-33-6,126.0,kg,37.8,청정소화(FM-200),2,Y,Y,오존층보호법,151200,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0176,SITE-DC05,판교 데이터센터,2024,2,황산(배터리용),전해질,7664-93-9,24.5,kg,7.3,UPS 납축전지,8,Y,Y,화학물질관리법,29400,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0177,SITE-DC05,판교 데이터센터,2024,2,수산화나트륨,pH조정제,1310-73-2,19.6,kg,5.9,순수제조 pH 조정,8,Y,Y,산업안전보건법,23520,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0178,SITE-DC05,판교 데이터센터,2024,2,염산,pH조정제,7647-01-0,15.4,kg,4.6,역삼투 세정,8,Y,Y,화학물질관리법,18480,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0179,SITE-DC05,판교 데이터센터,2024,2,활성탄,여과재,7440-44-0,266.0,kg,79.8,순수 전처리 여과,0,Y,N,,319200,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0180,SITE-DC05,판교 데이터센터,2024,2,이온교환수지,정수소재,9002-23-7,66.5,kg,19.9,탈이온수 제조,0,Y,N,,79800,EHS,2024-07-05 08:00:00,2024-07-05 09:00:00,2024-07-10 11:00:00,user_002
EHS-CH-2024-0181,SITE-DC05,판교 데이터센터,2024,3,스케일억제제(HEDP),수처리제,2809-21-4,62.5,kg,18.8,냉각탑 스케일 방지,3,Y,N,,75000,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0182,SITE-DC05,판교 데이터센터,2024,3,부식억제제(MBT),수처리제,583-39-1,30.9,kg,9.3,냉각배관 부식 방지,3,Y,N,,37080,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0183,SITE-DC05,판교 데이터센터,2024,3,차아염소산나트륨,살균소독제,7681-52-9,88.2,L,26.5,냉각수 레지오넬라 방지,8,Y,Y,산업안전보건법,70560,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0184,SITE-DC05,판교 데이터센터,2024,3,이산화탄소(CO2),소화약제,124-38-9,183.8,kg,55.1,가스계 소화설비,2,Y,N,,220560,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0185,SITE-DC05,판교 데이터센터,2024,3,HFC-125소화약제,소화약제,354-33-6,132.3,kg,39.7,청정소화(FM-200),2,Y,Y,오존층보호법,158760,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0186,SITE-DC05,판교 데이터센터,2024,3,황산(배터리용),전해질,7664-93-9,25.7,kg,7.7,UPS 납축전지,8,Y,Y,화학물질관리법,30840,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0187,SITE-DC05,판교 데이터센터,2024,3,수산화나트륨,pH조정제,1310-73-2,20.6,kg,6.2,순수제조 pH 조정,8,Y,Y,산업안전보건법,24720,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0188,SITE-DC05,판교 데이터센터,2024,3,염산,pH조정제,7647-01-0,16.2,kg,4.9,역삼투 세정,8,Y,Y,화학물질관리법,19440,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0189,SITE-DC05,판교 데이터센터,2024,3,활성탄,여과재,7440-44-0,279.3,kg,83.8,순수 전처리 여과,0,Y,N,,335160,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0190,SITE-DC05,판교 데이터센터,2024,3,이온교환수지,정수소재,9002-23-7,69.8,kg,20.9,탈이온수 제조,0,Y,N,,83760,EHS,2024-10-05 08:00:00,2024-10-05 09:00:00,2024-10-10 11:00:00,user_002
EHS-CH-2024-0191,SITE-DC05,판교 데이터센터,2024,4,스케일억제제(HEDP),수처리제,2809-21-4,65.5,kg,19.6,냉각탑 스케일 방지,3,Y,N,,78600,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0192,SITE-DC05,판교 데이터센터,2024,4,부식억제제(MBT),수처리제,583-39-1,32.3,kg,9.7,냉각배관 부식 방지,3,Y,N,,38760,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0193,SITE-DC05,판교 데이터센터,2024,4,차아염소산나트륨,살균소독제,7681-52-9,92.4,L,27.7,냉각수 레지오넬라 방지,8,Y,Y,산업안전보건법,73920,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0194,SITE-DC05,판교 데이터센터,2024,4,이산화탄소(CO2),소화약제,124-38-9,192.5,kg,57.8,가스계 소화설비,2,Y,N,,231000,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0195,SITE-DC05,판교 데이터센터,2024,4,HFC-125소화약제,소화약제,354-33-6,138.6,kg,41.6,청정소화(FM-200),2,Y,Y,오존층보호법,166320,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0196,SITE-DC05,판교 데이터센터,2024,4,황산(배터리용),전해질,7664-93-9,27.0,kg,8.1,UPS 납축전지,8,Y,Y,화학물질관리법,32400,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
EHS-CH-2024-0197,SITE-DC05,판교 데이터센터,2024,4,수산화나트륨,pH조정제,1310-73-2,21.6,kg,6.5,순수제조 pH 조정,8,Y,Y,산업안전보건법,25920,EHS,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-10 11:00:00,user_002
